Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
386.48,49.08,68.43,13,-96.74,1.9,27.49,31.25,96.71
369.03,55.16,43.01,787,-84.71,70.6,48.22,42.44,74.47
400.57,19.33,91.57,451,-35.32,46.8,41.33,17.93,90.21
355.27,20.28,9.82,643,-38.75,78.1,46.44,16.15,83.98
393.77,40.19,82.72,1203,21.99,91.6,56.55,37.83,78.22
383.53,14.4,57.61,368,28.02,88.9,51.88,12.88,84.89
383.01,53.43,63.06,682,-80.1,87.3,50.92,42.56,77.49
396.94,41.34,98.75,560,-44.06,49.2,44.7,39.83,85.13
383.83,55.19,60.35,236,-100.05,34.6,39.02,33.81,86.63
395.45,18.9,80.72,249,50.13,44.6,37.99,12.83,87.64
353.95,28.38,19.59,296,-24.02,66.2,40.81,26.41,90.84
390.64,31.41,81.88,802,19.63,84.9,50.45,27.48,83.89
389.53,36.94,77.3,266,-61.8,19.9,35.66,30.89,92.88
397.69,38.4,96.97,830,21.25,88.1,54.13,33.54,75.66
393.21,21.22,93.89,709,4.66,78.3,47.32,20.51,81.15
360.02,40.3,25.33,654,36.73,94.0,50.69,38.61,77.43
369.04,62.2,49.17,544,-120.63,84.5,48.11,33.2,73.15
398.66,33.24,91.59,182,-35.51,26.9,35.28,33.11,94.21
387.06,25.06,65.87,93,25.85,10.2,33.54,25.77,99.4
378.6,50.14,49.05,44,-96.14,10.8,32.53,31.88,92.67
357.59,8.28,15.35,78,-8.69,28.0,37.73,6.57,95.78
370.02,30.63,38.42,266,-5.72,59.0,41.81,31.98,90.8
387.31,48.89,68.2,854,2.06,77.2,46.25,44.58,75.99
388.7,36.52,78.81,1052,-19.98,86.3,51.44,35.81,79.63
370.89,33.45,47.48,739,-2.94,59.9,45.31,34.64,87.61
353.44,33.55,10.31,0,-14.04,0.5,25.14,35.73,100.0
383.1,40.99,65.15,85,31.09,17.9,31.41,40.09,94.72
394.13,42.69,92.55,146,-83.06,9.6,34.85,26.01,91.75
377.5,42.07,52.16,191,-19.58,34.9,34.1,37.85,91.79
392.53,36.0,93.2,510,33.13,48.1,43.33,32.57,87.43
368.59,43.9,38.64,37,-87.02,4.2,28.41,28.64,99.64
395.82,51.91,89.2,344,-81.47,33.5,38.42,41.51,85.79
390.25,16.13,79.7,269,-8.54,17.2,35.27,21.12,93.52
395.98,25.57,96.37,729,42.93,62.1,47.13,21.5,87.78
392.28,8.26,80.15,581,-48.06,44.6,39.61,4.43,88.1
368.56,19.96,35.54,357,-34.27,47.6,42.71,18.71,89.58
389.01,25.05,90.55,502,-18.17,41.1,40.27,23.6,88.24
385.68,34.4,68.62,516,-69.21,91.8,47.1,27.5,81.58
358.93,52.2,20.4,308,91.62,20.6,37.1,32.49,88.45
353.11,58.77,9.37,322,-95.48,49.6,40.61,36.81,82.67
367.39,18.48,39.76,441,-34.6,70.7,43.57,14.71,86.25
386.87,30.76,79.75,600,-33.63,53.5,43.2,29.1,86.68
382.48,70.0,63.73,421,-171.3,89.2,41.88,18.17,71.65
379.18,30.48,55.08,382,-90.54,36.3,38.86,14.7,93.44
353.14,61.23,5.35,344,-121.13,44.5,39.28,31.24,84.42
376.03,31.05,46.37,44,3.22,8.5,30.8,29.02,99.39
361.74,70.0,19.98,641,-141.59,58.5,43.66,32.93,74.38
368.07,36.86,48.18,281,16.51,27.7,38.18,33.8,93.73
396.86,48.83,99.22,125,-110.79,15.4,34.41,23.18,91.65
397.84,41.64,88.56,243,17.69,52.3,40.84,38.94,86.44
363.45,49.4,34.51,591,-123.79,51.1,41.48,18.82,82.21
372.49,15.57,61.38,52,-14.56,7.3,30.3,17.44,98.38
381.84,35.07,52.7,476,16.11,67.0,39.2,31.98,83.16
359.57,34.58,17.35,543,-5.61,59.9,45.25,30.15,86.59
397.47,46.15,99.03,142,-113.27,18.1,36.81,19.9,91.95
370.15,20.13,45.39,263,27.79,45.1,35.24,19.67,93.44
378.41,32.85,53.04,348,-7.25,69.2,45.84,31.8,84.68
384.69,70.0,66.52,331,-181.47,50.8,43.28,30.5,80.07
362.58,19.91,23.2,449,-33.36,38.0,38.38,17.62,90.41
362.49,55.55,26.11,137,130.02,30.9,41.27,21.57,86.27
357.8,18.83,23.29,713,26.99,58.6,44.04,18.89,85.86
370.65,15.15,41.52,670,-69.94,90.2,49.28,6.8,82.3
365.18,41.61,23.97,476,-7.36,64.5,43.93,41.64,82.26
394.88,38.07,93.01,31,-63.57,7.2,32.43,30.38,99.67
388.23,41.6,72.86,292,20.87,44.2,37.87,39.58,87.78
393.93,41.27,90.29,844,-88.85,85.5,50.29,24.94,81.5
395.21,21.61,85.61,190,32.51,9.1,30.57,18.28,95.81
382.96,19.44,71.8,485,15.22,94.9,49.31,19.26,81.15
364.07,17.64,28.06,1071,-1.44,91.1,57.06,19.25,72.27
383.1,34.92,63.46,0,84.25,7.5,30.71,22.81,97.75
359.32,15.33,22.7,488,20.35,89.6,49.69,12.52,84.8
359.88,24.07,17.59,213,21.3,34.9,36.64,24.13,91.1
382.46,22.51,65.09,1045,27.58,81.1,55.63,22.25,79.35
382.04,39.31,64.34,160,2.83,40.2,37.77,36.73,89.1
357.91,32.88,19.88,484,-12.15,42.3,39.07,33.37,89.59
372.23,32.82,38.48,600,-80.64,60.9,45.32,24.17,86.63
352.81,45.94,11.3,292,-79.81,74.3,43.64,32.76,87.17
387.34,16.34,72.99,35,-14.08,3.2,30.36,17.05,100.0
396.86,13.95,98.81,737,-3.45,56.9,46.7,15.37,84.16
387.45,29.81,75.29,217,-38.93,17.9,31.75,27.06,92.77
394.53,34.42,85.19,312,-68.89,33.2,37.73,29.02,92.26
374.26,27.52,50.25,308,-48.17,33.4,40.24,26.6,94.87
347.81,44.37,14.08,210,-43.17,45.0,41.47,41.56,87.71
382.98,37.1,74.03,510,-23.5,32.1,38.45,34.87,88.18
358.21,43.51,29.37,95,-53.33,10.3,29.21,38.35,96.35
371.15,23.65,41.89,215,29.94,14.0,37.26,22.47,95.19
385.88,35.67,71.79,8,-46.64,3.2,28.74,31.33,97.78
394.43,31.7,90.95,410,-78.6,45.1,40.03,17.57,90.0
373.72,24.79,51.19,995,-44.85,91.6,52.05,20.69,79.24
398.84,53.72,96.35,111,-106.08,11.1,32.62,31.31,89.31
372.85,31.05,54.39,718,80.8,90.8,49.62,19.1,76.65
361.19,19.31,16.64,636,-0.67,70.4,48.6,20.09,81.29
377.35,35.99,54.25,360,-40.76,61.2,44.19,32.31,84.53
390.55,27.04,86.76,480,44.99,61.9,41.48,20.36,90.91
376.8,43.57,56.11,531,-52.3,79.4,44.16,37.62,79.79
387.62,27.76,76.04,46,-42.01,10.3,29.7,25.86,99.48
374.39,39.2,57.06,410,-82.25,48.5,40.06,26.27,85.96
380.45,51.33,56.88,819,-96.43,66.9,49.39,30.51,75.82
368.92,28.31,32.05,471,-27.35,56.3,43.79,26.65,89.58
362.41,29.17,24.12,905,23.84,79.9,54.2,30.8,75.93
368.57,36.88,31.5,0,-92.7,6.9,29.7,18.82,100.0
381.39,5.41,46.88,553,-54.36,66.3,43.3,0.79,85.62
385.32,17.03,81.91,290,-52.21,51.3,40.53,13.87,90.16
392.03,23.7,83.75,247,6.29,36.4,34.44,23.45,95.15
356.23,39.9,20.52,275,-65.89,32.7,37.83,32.9,93.07
383.44,51.27,57.52,492,5.19,59.6,42.69,49.59,79.92
373.0,22.27,44.52,558,2.93,85.5,52.32,22.07,78.87
377.53,36.86,59.24,435,-79.72,47.6,41.07,21.46,84.11
382.48,38.7,66.52,962,-57.58,79.2,55.54,31.37,76.83
369.79,31.7,31.56,236,-35.17,38.6,39.01,30.22,89.86
397.52,38.31,92.33,90,-66.22,9.8,33.86,30.56,92.88
398.67,42.28,93.87,38,-93.69,5.9,32.11,25.44,96.64
361.97,13.97,15.01,11,48.94,4.9,27.76,8.19,100.0
388.76,70.0,71.79,490,-146.96,36.5,43.11,29.97,79.21
357.45,29.43,8.16,262,-26.03,32.4,39.05,27.52,92.13
354.33,13.78,9.42,594,41.87,68.9,46.44,12.11,85.01
391.23,53.9,95.99,594,-88.34,71.3,43.84,33.81,76.19
385.82,39.35,71.01,129,-38.42,4.9,28.64,35.3,97.37
365.92,35.28,35.83,98,14.17,21.2,33.63,33.58,96.33
386.68,70.0,68.64,349,-222.55,26.3,39.2,23.93,85.31
387.37,30.72,85.35,579,-43.02,52.6,43.84,30.21,83.16
396.35,55.15,87.74,44,-134.34,13.9,33.17,19.02,92.25
354.04,15.56,6.95,192,17.8,12.9,36.87,14.15,97.06
392.43,41.2,82.73,605,-87.55,90.6,51.36,27.01,81.49
394.88,21.82,86.05,358,67.07,77.2,46.53,12.98,85.0
380.7,46.86,61.58,149,-97.3,17.3,35.48,26.67,91.3
374.3,28.04,50.59,485,-13.02,39.0,41.56,27.48,89.25
361.18,37.51,15.54,373,-92.58,34.1,40.04,19.83,88.74
365.66,54.34,27.76,471,-54.24,75.9,47.11,47.41,76.67
377.86,27.72,51.6,558,-40.26,49.0,44.05,22.01,85.51
393.34,31.41,87.18,128,-38.45,12.3,40.24,30.12,94.24
390.98,37.0,81.3,691,59.29,70.9,47.34,26.09,82.51
376.02,45.44,52.11,374,45.64,38.1,34.97,37.39,86.04
384.58,37.98,79.63,291,-84.96,25.2,34.55,24.65,93.22
384.73,19.48,77.74,454,-37.43,36.0,42.19,15.33,90.14
379.63,59.91,60.01,511,-109.82,47.8,43.07,32.15,81.83
357.33,46.35,25.93,392,-123.48,32.9,38.29,12.97,88.98
368.7,28.89,38.06,241,-80.01,23.2,36.73,19.52,93.72
357.61,30.03,20.59,463,61.0,38.3,42.23,22.9,92.21
352.61,62.17,5.68,0,-141.26,1.8,31.37,23.27,93.83
356.83,26.31,12.65,922,-5.42,74.2,53.21,24.54,77.89
383.01,25.94,77.16,273,-12.38,16.4,38.96,23.74,93.11
355.07,41.2,8.18,93,-84.59,4.2,33.41,29.26,94.78
370.14,19.79,42.99,218,-1.3,62.8,41.48,21.2,91.05
392.36,29.21,98.65,830,-1.57,74.3,52.15,32.35,83.71
388.89,22.98,80.55,657,-42.25,78.1,46.82,19.58,83.44
389.29,19.54,76.31,502,-49.02,47.4,39.79,15.31,91.67
364.33,23.61,31.1,62,-54.73,19.7,31.22,16.69,96.26
381.58,43.92,65.96,571,-90.64,70.8,45.83,23.89,84.09
376.65,40.05,52.38,761,-30.08,67.2,45.54,37.71,82.91
380.69,37.01,64.26,349,-70.31,23.6,37.7,27.72,91.81
372.4,26.84,46.4,435,-30.31,86.7,48.64,23.39,84.63
373.74,38.63,55.44,109,-76.6,10.0,36.27,27.6,97.22
397.89,,98.9,1116,-79.44,94.3,54.62,15.9,75.18
373.79,21.85,36.28,601,-72.68,82.6,50.67,10.94,80.93
363.32,18.35,25.56,549,36.14,66.0,45.93,18.12,86.39
374.61,46.98,47.61,465,-122.64,90.1,49.58,17.51,77.9
375.48,57.21,54.81,303,66.36,69.3,47.16,50.0,79.88
355.38,48.91,13.13,68,6.08,18.3,35.07,47.22,94.88
390.1,70.0,81.57,302,-133.78,42.4,37.88,47.11,79.7
375.17,25.12,45.1,9,-74.7,6.9,28.89,15.84,100.0
375.72,70.0,44.25,471,-137.36,37.4,37.41,45.55,81.18
382.43,19.31,67.59,590,-1.19,71.2,43.06,20.87,82.56
389.16,50.48,78.46,378,36.6,37.1,38.48,44.45,83.58
398.63,35.93,98.66,201,-26.25,31.7,37.19,32.39,87.36
363.03,21.25,21.48,691,33.14,57.2,45.54,18.08,84.4
370.32,45.42,37.83,1182,-28.98,83.7,53.14,44.55,71.03
360.22,44.69,20.98,11,18.26,4.6,27.06,44.15,96.22
397.37,21.56,88.68,511,-22.48,37.0,43.27,17.39,89.84
380.11,33.7,57.11,210,-39.16,15.2,32.98,31.26,91.7
390.68,6.56,85.98,706,6.42,66.8,48.11,8.63,79.45
399.32,30.56,98.6,153,-49.38,10.1,31.0,24.05,98.37
378.11,28.15,57.27,340,47.42,63.8,39.73,24.12,87.35
355.15,30.51,16.22,234,-58.93,27.5,35.53,23.91,92.16
368.98,43.74,39.32,195,-5.97,19.1,35.94,44.12,91.27
357.64,27.91,8.44,419,-82.4,89.9,44.29,14.64,84.6
396.13,62.88,85.68,0,-134.39,1.8,29.63,25.76,93.56
356.09,35.62,6.7,575,-18.52,42.0,41.81,35.55,87.15
382.97,59.41,61.26,84,-148.24,2.1,30.3,14.85,92.17
358.17,37.08,15.08,570,88.95,46.4,40.17,19.17,88.42
351.05,49.61,5.72,452,-61.25,48.1,41.44,39.15,85.79
366.36,43.63,29.33,239,-44.67,30.9,35.61,41.45,92.4
373.77,32.58,57.43,107,-58.6,12.7,30.06,23.67,94.39
354.05,40.83,12.13,186,-31.55,36.1,39.63,36.58,84.42
385.02,46.86,63.41,889,-19.59,64.5,50.53,43.57,76.27
382.94,40.37,68.84,944,-90.39,75.1,49.43,23.93,79.8
400.48,70.0,97.12,225,-193.25,51.0,38.7,35.92,80.67
394.14,43.17,90.46,741,-106.05,56.6,45.71,23.77,84.15
381.07,24.22,58.85,183,-69.12,19.3,36.42,14.47,92.76
385.56,32.68,80.37,90,-23.19,27.6,37.66,28.04,92.61
373.59,27.86,39.55,139,-28.99,15.5,30.78,25.56,97.75
376.97,18.36,60.64,251,5.19,23.9,38.0,18.73,94.33
367.57,64.17,43.32,66,-138.58,21.6,34.13,24.61,88.16
372.16,40.87,37.02,544,-93.57,49.9,42.57,25.73,84.74
387.05,39.07,74.13,290,-66.46,54.0,38.59,30.79,87.41
365.67,45.32,33.18,868,51.45,90.7,51.97,38.4,78.38
375.28,69.9,41.15,71,123.23,18.8,33.28,38.41,86.5
372.13,55.37,39.88,752,-120.91,61.6,46.06,27.13,80.01
392.5,27.4,87.69,873,25.5,78.5,50.16,22.53,80.5
360.19,40.9,21.19,291,-34.79,53.8,43.12,41.4,88.72
373.84,27.72,41.24,213,-6.63,24.5,36.43,27.0,94.19
391.78,52.27,89.35,133,-119.46,25.2,37.03,22.03,88.87
357.56,35.58,6.45,0,41.3,3.8,27.71,29.7,98.28
396.19,70.0,95.05,332,-173.27,29.3,37.01,9.74,84.41
392.58,53.1,90.4,869,-118.88,71.5,48.42,23.3,72.95
375.61,28.95,44.7,64,-56.19,4.6,32.46,22.63,97.74
385.72,34.87,67.04,146,-75.59,21.1,35.09,20.1,95.65
394.25,35.4,99.15,362,-38.45,67.8,45.32,31.8,85.07
378.54,54.24,57.72,577,-81.08,75.1,50.25,38.78,75.7
353.79,50.15,14.21,401,-61.4,43.7,41.03,44.93,84.63
395.44,28.03,86.1,701,-51.06,67.0,47.0,23.04,85.27
364.03,31.95,17.74,404,-53.4,37.2,39.11,25.17,92.8
366.33,24.2,29.44,86,-31.09,15.4,29.68,21.2,95.34
391.71,32.62,87.98,168,13.77,38.2,34.91,33.38,96.07
367.33,20.13,29.32,692,-85.21,55.7,42.03,9.32,84.57
387.74,23.93,75.78,450,40.86,91.0,47.07,24.11,82.69
373.54,31.77,47.53,0,-37.05,6.6,30.2,30.91,96.68
387.13,29.89,77.18,601,35.66,48.7,46.77,21.77,87.31
363.85,24.97,27.07,81,-60.55,31.6,35.74,23.71,93.71
372.22,54.5,44.86,560,-91.97,48.8,43.23,37.91,80.42
360.4,29.32,35.23,0,-35.19,2.3,28.84,27.43,100.0
364.41,65.95,28.66,321,113.83,30.1,37.43,39.95,83.45
367.02,70.0,34.87,410,-121.91,78.7,41.49,44.37,74.23
368.88,31.35,35.68,309,0.64,53.2,42.34,33.31,87.99
391.86,,95.76,412,-29.35,43.3,39.79,25.09,91.24
379.36,41.05,55.66,277,-15.76,27.4,34.45,43.82,88.49
374.53,31.72,48.89,389,-112.35,28.6,37.84,2.73,92.48
377.89,13.7,52.82,408,-12.57,36.8,40.93,12.48,88.48
394.93,34.87,99.63,628,-22.27,80.2,49.86,35.7,82.25
379.84,70.0,67.09,1222,-129.01,92.9,59.74,50.0,67.34
380.29,39.18,71.83,492,-32.13,42.1,40.99,34.83,85.38
367.84,33.12,34.79,240,-54.58,37.8,35.79,29.85,90.15
373.86,30.93,49.8,558,-61.23,81.3,48.47,23.34,86.7
360.81,37.15,22.49,188,-42.74,41.0,39.99,33.56,91.87
380.87,40.74,70.09,821,25.26,53.0,47.14,39.58,81.22
365.23,36.89,37.73,219,-12.51,22.2,35.78,35.49,92.84
380.56,50.97,76.09,885,-102.6,71.4,51.02,28.63,73.61
358.59,39.37,25.25,452,-10.17,51.1,41.49,38.34,81.99
369.72,36.93,43.33,914,-42.66,77.7,50.92,31.05,78.42
373.09,45.47,49.76,403,-76.97,75.0,45.81,33.1,80.58
360.21,62.87,20.82,279,-114.38,20.6,30.6,37.71,88.28
358.09,16.54,11.61,896,8.42,68.7,47.93,18.66,81.92
365.49,38.92,35.12,580,-74.23,76.8,44.8,27.78,81.0
379.85,30.34,56.76,333,14.48,33.2,35.53,29.14,91.65
385.84,34.34,67.0,146,-104.59,16.6,31.13,15.99,92.23
376.15,30.69,45.4,0,79.69,0.3,30.24,17.1,97.5
377.73,47.86,52.53,314,118.02,43.3,40.71,21.74,84.03
378.52,36.73,56.6,216,-7.46,33.8,34.96,38.42,93.28
373.58,29.2,53.63,592,37.79,53.3,41.74,26.04,88.28
357.61,34.13,13.58,215,-67.2,18.1,35.67,29.3,94.68
370.61,44.68,43.48,657,-73.14,82.5,50.94,31.08,81.49
366.34,38.14,24.41,309,31.64,24.7,37.6,34.31,91.88
378.13,32.54,55.7,105,-30.92,21.7,36.25,33.01,95.11
388.03,58.22,77.02,658,-122.32,46.1,43.14,28.67,79.15
384.27,29.42,60.05,311,-35.36,47.9,41.85,26.62,89.46
361.59,63.13,26.07,127,-113.31,20.6,33.7,38.95,85.94
362.36,27.3,24.74,238,-51.11,26.1,37.0,23.07,96.3
360.29,42.41,8.51,190,22.93,16.3,32.06,41.6,94.07
373.55,26.79,45.51,631,47.56,69.0,49.5,22.29,83.41
376.44,26.0,46.12,729,-23.42,73.9,51.81,25.16,81.61
368.24,38.44,27.46,352,40.28,44.4,40.54,35.08,90.71
387.15,59.89,77.6,402,-67.6,68.6,47.61,50.0,79.84
373.58,15.66,41.72,812,62.04,70.6,49.65,8.64,80.52
383.3,51.43,68.59,187,-83.38,13.3,33.67,36.66,88.09
389.02,50.75,65.81,852,-88.55,92.8,51.53,32.73,73.19
385.56,33.52,62.45,763,-67.65,78.8,53.17,23.47,80.61
397.86,49.47,91.27,233,-84.85,19.6,34.97,31.59,86.74
356.39,13.35,6.51,89,-8.95,17.9,33.55,15.99,93.12
353.64,21.37,11.46,66,35.14,12.1,34.33,20.07,96.57
391.95,36.06,73.6,226,-39.07,13.3,35.01,32.28,95.85
366.58,19.31,38.58,896,-21.32,71.8,49.14,17.92,81.78
400.58,58.97,98.72,402,-122.95,45.1,42.66,29.51,82.43
360.64,24.93,25.56,1043,-34.22,75.2,48.55,21.36,79.18
363.79,32.66,22.42,730,66.24,71.6,47.87,23.47,84.08
385.68,45.12,60.88,565,44.76,58.0,44.42,38.76,83.98
367.13,36.57,31.55,400,-105.69,65.9,43.59,16.35,88.93
369.62,36.56,37.35,44,-66.29,1.8,32.36,27.66,97.17
395.91,70.0,92.5,121,164.39,29.9,34.03,32.79,87.21
354.05,32.74,7.49,283,-14.91,61.2,41.78,30.58,87.17
376.73,28.36,55.47,45,50.92,0.9,35.61,22.08,98.01
373.31,36.88,36.82,30,55.63,3.2,32.22,31.65,97.98
371.32,42.58,37.87,696,-106.94,81.8,,17.7,77.89
363.23,23.11,28.54,575,3.43,65.7,45.38,23.13,84.28
359.09,43.08,17.81,255,-28.76,25.5,39.14,43.91,91.36
362.89,42.21,8.28,917,64.5,66.0,45.91,34.39,78.19
400.23,44.75,98.83,587,77.73,76.1,49.53,28.03,83.71
388.23,48.29,67.73,195,-89.91,29.5,35.88,32.5,90.3
387.69,70.0,78.83,77,166.49,3.5,29.94,19.94,90.07
357.01,33.17,11.18,597,-29.86,89.5,47.91,30.81,81.77
351.33,23.41,6.41,133,-2.06,33.1,36.14,23.49,97.8
379.41,70.0,62.03,129,-199.13,10.2,34.78,22.2,89.89
389.26,29.07,73.76,561,20.5,47.2,40.24,26.76,90.44
368.57,70.0,42.51,420,-169.25,73.8,48.26,21.99,78.04
367.34,33.6,41.84,269,-48.64,21.3,33.87,29.41,93.78
372.82,44.26,41.53,211,-73.17,25.9,35.28,32.17,93.05
358.29,24.94,19.51,311,-12.03,23.3,35.49,25.27,94.52
387.47,2.05,76.62,1118,-29.24,95.2,55.55,-0.52,78.22
357.32,23.49,25.44,113,-4.78,19.0,32.67,19.31,96.68
364.1,22.72,35.82,353,34.76,55.2,40.65,17.18,89.38
385.05,51.56,68.77,1169,-100.24,88.8,52.58,31.7,69.16
351.8,26.61,5.01,118,-52.26,14.1,33.56,20.7,94.07
391.62,37.26,77.79,832,-90.73,93.2,49.62,22.99,79.42
392.51,54.05,90.41,685,-95.24,91.0,49.9,36.4,75.02
354.45,27.29,9.9,719,75.96,84.9,47.93,20.19,82.25
380.74,58.83,61.2,219,-116.14,20.6,33.13,30.03,88.7
371.29,36.28,43.8,866,-89.33,60.9,46.3,21.82,80.19
358.02,39.9,12.45,925,91.66,73.0,48.48,23.29,76.3
381.65,19.99,69.81,723,-47.61,94.7,52.31,16.36,81.68
383.12,28.7,63.17,164,-43.87,17.3,33.12,22.79,97.12
386.44,36.32,66.05,622,-15.97,73.5,49.88,33.08,84.21
388.67,46.39,82.28,409,-112.3,32.5,37.6,18.35,85.47
367.33,36.46,32.26,217,-95.32,16.9,34.34,20.84,94.12
385.73,63.07,69.32,344,-77.0,40.5,38.42,49.9,84.45
389.57,29.84,75.62,411,22.53,76.2,45.29,30.57,88.87
360.52,31.68,21.04,346,0.29,44.6,40.1,31.38,90.86
402.22,35.78,95.92,634,-77.81,51.6,43.98,21.74,85.98
374.98,42.51,37.3,894,-48.01,95.5,54.54,38.42,73.21
388.28,40.58,72.8,240,6.77,38.3,38.26,40.05,89.24
389.26,70.0,76.63,275,-183.09,59.1,42.1,21.95,76.27
376.48,41.83,52.88,299,-21.87,35.1,40.63,38.69,87.58
354.67,41.02,17.23,435,5.48,37.7,39.4,41.4,89.89
361.31,24.33,31.19,831,-95.11,66.8,50.89,7.31,80.68
360.16,37.28,27.25,1146,-0.99,90.0,55.3,36.6,74.49
377.93,25.26,54.27,557,-39.1,52.1,38.01,20.36,87.11
364.33,47.89,29.82,688,68.64,73.8,48.33,41.26,79.01
383.05,31.1,56.94,148,-71.38,8.6,35.58,19.99,95.48
358.67,33.11,32.38,228,-4.55,20.3,36.51,34.07,94.71
352.67,44.61,5.09,550,-128.2,48.2,42.5,10.4,85.08
371.05,40.64,39.51,27,-35.49,1.9,29.48,39.16,95.68
384.02,27.17,62.65,234,8.92,24.3,39.24,28.73,91.43
389.68,49.72,78.5,235,-71.52,49.7,39.97,40.91,83.71
354.94,22.64,7.69,0,27.18,1.4,27.87,20.83,100.0
365.3,31.67,29.54,271,15.21,25.4,36.75,30.13,90.07
400.63,43.91,98.62,621,-31.37,49.3,41.91,43.19,82.19
364.88,34.19,29.87,457,-56.28,55.0,38.12,27.74,87.5
395.77,70.0,78.83,434,-225.04,88.9,47.69,32.3,75.71
378.43,46.7,53.39,786,-78.92,62.0,47.26,34.99,80.99
358.9,12.85,16.61,411,26.05,39.8,39.39,12.48,89.61
380.85,27.74,66.12,793,-56.4,89.3,50.65,22.79,78.68
397.37,37.27,96.8,622,-12.89,75.3,47.79,39.38,81.22
399.15,16.58,89.25,141,-67.84,19.2,32.94,7.52,99.01
377.83,70.0,70.58,0,-125.61,12.6,29.64,39.18,86.16
377.0,22.33,53.65,822,4.87,64.9,45.36,22.11,80.96
367.59,70.0,35.34,358,-113.7,53.7,40.85,48.55,78.9
370.96,40.19,38.91,344,-55.74,75.8,45.34,32.37,84.16
369.74,19.67,37.89,260,-18.14,70.9,38.74,19.99,86.26
400.85,51.2,92.6,355,-80.69,60.0,43.53,37.79,84.22
362.83,45.1,25.07,555,54.22,94.7,49.15,42.33,79.15
370.26,46.31,40.91,315,78.34,51.2,39.65,34.04,85.71
375.87,38.57,46.04,36,-88.57,10.9,34.93,23.54,94.64
376.52,53.53,43.85,502,-86.22,79.5,49.27,42.38,78.01
354.76,26.61,5.4,133,-66.31,24.2,36.02,18.71,90.88
368.41,35.72,30.74,414,29.18,74.6,43.26,38.72,80.55
375.53,2.97,52.36,930,-10.84,91.9,55.48,3.92,78.53
389.0,30.21,77.25,584,5.06,66.9,43.81,29.18,82.2
384.01,23.63,59.1,272,38.92,57.2,40.7,22.42,87.85
372.36,30.65,41.56,392,-94.33,44.2,41.03,14.28,90.16
383.37,38.2,68.19,542,-9.84,35.0,36.46,41.05,90.22
384.23,9.83,68.26,476,-36.92,33.9,40.34,6.53,91.34
367.39,41.36,28.55,270,-14.19,61.1,40.19,41.84,85.96
360.81,14.27,14.86,926,28.95,72.1,49.15,12.67,81.03
388.12,45.65,81.3,573,-49.1,65.1,43.12,38.53,80.89
378.75,31.59,55.33,85,-81.8,19.0,35.83,20.21,95.78
360.86,32.24,21.77,319,-103.07,47.4,39.6,8.46,89.52
364.75,31.48,29.9,544,65.25,76.0,46.85,23.47,85.39
392.9,39.36,77.81,373,-42.52,45.7,43.83,33.64,87.09
382.82,48.59,67.06,625,-122.07,51.5,45.89,19.02,81.03
395.67,31.03,94.79,782,42.98,74.0,49.03,30.6,83.46
372.14,70.0,49.17,470,-142.6,63.5,42.78,34.9,77.03
354.46,,9.96,325,-132.99,39.3,37.69,42.93,82.3
383.56,32.26,71.54,610,-58.96,86.0,49.87,28.63,78.35
362.01,51.32,29.22,212,-72.81,15.6,32.59,39.66,88.77
365.21,39.04,35.77,1212,-21.28,95.6,52.69,36.49,73.34
359.35,70.0,23.68,127,-155.58,11.4,31.42,27.08,89.18
364.89,39.74,34.35,0,-20.44,1.4,31.02,39.47,98.64
393.1,39.45,83.8,966,36.7,85.4,51.22,36.94,75.05
374.01,47.28,59.79,209,-98.91,23.5,37.68,26.34,90.74
355.58,43.82,15.37,475,-62.7,70.1,43.95,35.13,84.48
380.06,45.41,60.73,755,-88.09,77.9,48.84,30.72,77.11
386.04,31.52,65.19,705,-20.78,82.5,47.88,33.48,80.31
393.79,68.68,89.06,1086,-104.53,95.2,54.86,46.83,67.87
392.87,44.81,86.67,228,-112.05,28.2,34.26,19.96,93.08
355.22,33.72,10.97,423,-49.07,68.2,47.06,30.55,85.26
388.2,33.32,87.34,119,-19.78,11.1,34.8,28.31,93.58
356.89,38.15,9.83,484,-30.97,39.1,38.02,35.88,89.23
361.67,30.99,19.64,658,-66.38,81.4,50.86,23.48,82.6
360.24,21.22,15.6,348,0.1,35.3,41.59,22.34,92.14
368.65,30.39,22.26,205,-26.18,56.7,41.71,27.36,88.56
386.76,59.4,81.31,465,-110.15,48.4,44.31,32.75,85.37
380.63,70.0,70.18,208,-200.55,62.0,41.57,23.43,82.39
387.25,3.64,70.26,446,-8.7,93.4,49.76,1.45,81.99
395.29,22.14,92.6,0,-55.39,5.4,31.78,18.48,96.96
368.16,,42.23,401,-106.6,55.1,40.42,42.14,78.79
351.81,47.79,5.31,926,57.52,82.9,53.42,43.47,76.05
381.03,31.12,65.78,601,56.89,46.2,43.67,23.04,88.28
398.91,50.42,87.47,86,36.41,7.5,29.88,45.97,94.53
405.66,24.15,97.74,645,-26.43,53.8,41.27,24.73,87.39
364.88,70.0,39.57,211,-229.86,31.9,37.42,12.65,85.15
387.12,24.87,83.1,79,30.52,14.9,32.73,24.94,95.78
390.56,53.84,85.68,945,-95.23,81.5,49.18,35.25,72.23
